Discounted_Price,Actual_Price,Current_Discount,Rating,Sales,Type,Optimal_Discount
"₹5,599","₹7,350",24%,4.4,73005,Computers&Accessories,38.489122994296864
"₹1,990","₹2,595",23%,4.3,20398,Computers&Accessories,33.41973204084091
₹499,₹799,38%,4.3,2125,Computers&Accessories,29.341936511635126
₹449,₹999,55%,4.3,11330,Computers&Accessories,29.916844078715123
₹999,"₹1,999",50%,4.2,27441,Computers&Accessories,32.29853359257204
₹69,₹299,77%,4.3,255,Computers&Accessories,27.714803800315575
₹899,"₹1,499",40%,4.2,23174,Computers&Accessories,31.199306373490053
"₹1,399","₹2,490",44%,4.3,11074,Computers&Accessories,33.23515413973775
₹199,₹750,73%,4.5,74976,Computers&Accessories,29.194984638373615
₹149,₹499,70%,4.1,25607,Computers&Accessories,28.401164418096407
"₹1,799","₹4,990",64%,4.2,41226,Electronics,11.576617115966172
₹999,"₹2,490",60%,4.1,18331,Electronics,8.235492279514233
₹378,₹999,62%,4.1,1779,Computers&Accessories,29.916844078715123
₹99,₹99,0%,4.3,388,OfficeProducts,49.91402142207494
"₹1,499","₹2,999",50%,4.5,8656,Computers&Accessories,34.08472629086279
"₹1,815","₹3,100",41%,4.5,92925,Computers&Accessories,34.24060997385403
₹67,₹75,11%,4.1,1269,OfficeProducts,49.82127649092355
"₹1,889","₹2,699",30%,4.3,17394,Computers&Accessories,33.5975891550528
₹499,"₹1,499",67%,3.6,9169,Electronics,6.199644513266533
₹499,₹999,50%,4.4,1030,Computers&Accessories,29.916844078715123
"₹5,799","₹7,999",28%,4.5,50273,Computers&Accessories,38.89338953239556
₹499,₹799,38%,3.9,6742,Electronics,4.342274651411601
₹249,₹600,59%,4.0,1208,Computers&Accessories,28.729146129056844
₹179,₹499,64%,4.0,1933,Computers&Accessories,28.401164418096407
"₹4,449","₹5,734",22%,4.4,25006,Computers&Accessories,37.27009744530162
₹299,₹550,46%,4.6,33434,Computers&Accessories,28.568270968181686
₹629,"₹1,390",55%,4.4,6301,Computers&Accessories,30.936836717029127
"₹2,595","₹3,295",21%,4.4,22618,Computers&Accessories,34.53083389276993
₹389,"₹1,099",65%,4.3,974,Computers&Accessories,30.190158473000817
"₹1,799","₹2,911",38%,4.3,20342,Computers&Accessories,33.94566201110174
₹90,₹175,49%,4.4,7429,OfficeProducts,50.202038490875964
₹599,₹599,0%,4.0,26423,Computers&Accessories,28.725956784020738
"₹1,999","₹7,999",75%,4.2,31305,Electronics,13.893727672172043
"₹2,099","₹3,250",35%,3.8,11213,Computers&Accessories,34.46507686498758
₹179,₹499,64%,4.1,10174,Computers&Accessories,28.401164418096407
"₹1,345","₹2,295",41%,4.2,17413,Computers&Accessories,32.87826979497284
₹349,₹995,65%,4.2,6676,Electronics,4.906059986693446
₹287,₹499,42%,4.4,8076,Computers&Accessories,28.401164418096407
₹599,₹599,0%,4.3,355,Computers&Accessories,28.725956784020738
₹349,₹450,22%,4.1,18656,Computers&Accessories,28.237665132988692
₹879,"₹1,109",21%,4.4,31599,Electronics,5.2173359162855615
₹199,₹999,80%,3.9,1075,Computers&Accessories,29.916844078715123
₹250,₹250,0%,3.9,13971,Electronics,2.5390080783571336
₹199,₹499,60%,3.6,2492,Electronics,3.4015025578728895
₹899,"₹1,900",53%,4.4,13552,Computers&Accessories,32.09353536301129
₹199,₹999,80%,4.0,575,Computers&Accessories,29.916844078715123
₹149,₹999,85%,3.5,2523,Computers&Accessories,29.916844078715123
₹469,"₹1,499",69%,4.1,352,Computers&Accessories,31.199306373490053
"₹1,187","₹1,929",38%,4.1,1662,Computers&Accessories,32.154192002507976
₹849,"₹1,499",43%,4.0,7352,Computers&Accessories,31.199306373490053
₹328,₹399,18%,4.1,3441,Computers&Accessories,28.06434047721656
₹269,₹699,62%,4.0,93,Computers&Accessories,29.03935092689105
₹299,₹400,25%,3.8,40895,Electronics,3.0681086074576625
₹549,"₹1,499",63%,4.3,11006,Computers&Accessories,31.199306373490053
₹114,₹120,5%,4.2,8938,OfficeProducts,49.994459988460505
₹120,₹120,0%,4.1,4308,OfficeProducts,49.994459988460505
₹970,"₹1,999",51%,4.2,462,Computers&Accessories,32.29853359257204
₹209,₹695,70%,4.5,107686,Computers&Accessories,29.027026475225163
"₹1,490","₹2,295",35%,4.6,10652,Computers&Accessories,32.87826979497284
₹99,₹99,0%,4.3,5036,Home&Kitchen,42.782476740573344
₹149,₹249,40%,4.0,5057,Computers&Accessories,27.53504112946509
₹575,"₹2,799",79%,4.2,8537,Computers&Accessories,33.764132299444995
₹333,₹999,67%,3.3,9792,Computers&Accessories,29.916844078715123
₹178,₹210,15%,4.3,2450,OfficeProducts,50.331852023009446
"₹1,599","₹3,490",54%,3.7,676,Electronics,9.80806411066405
₹499,"₹1,299",62%,3.9,1173,Electronics,5.711091326642954
₹199,₹499,60%,4.3,9998,Computers&Accessories,28.401164418096407
"₹2,499","₹5,999",58%,4.1,5852,Electronics,12.494891513647788
₹199,₹999,80%,4.2,362,Computers&Accessories,29.916844078715123
₹939,"₹1,800",48%,4.5,205052,Electronics,6.880744773035005
"₹2,499","₹9,999",75%,4.0,9090,Electronics,14.919515985233463
"₹1,439","₹2,890",50%,4.5,4099,Computers&Accessories,33.91201775679539
"₹1,099","₹5,999",82%,3.5,12966,Electronics,12.494891513647788
₹157,₹160,2%,4.5,4428,OfficeProducts,50.1458650272202
₹999,"₹1,599",38%,4.3,12093,Computers&Accessories,31.432477802687046
₹115,₹999,88%,3.3,5692,Computers&Accessories,29.916844078715123
₹175,₹499,65%,4.1,21,Computers&Accessories,28.401164418096407
"₹1,999","₹4,700",57%,3.8,1880,Electronics,11.277348775460718
"₹3,999","₹4,332.96",8%,3.5,21762,Computers&Accessories,35.871574683341876
₹899,"₹1,800",50%,4.1,22375,Computers&Accessories,31.88040663325853
₹299,₹990,70%,4.5,2453,Computers&Accessories,29.891798168169654
"₹3,303","₹4,699",30%,4.4,13544,Computers&Accessories,36.27594771390359
"₹1,890","₹5,490",66%,4.1,10976,Computers&Accessories,37.05340052099474
₹90,₹100,10%,4.3,3061,OfficeProducts,49.9178668512056
"₹1,599","₹2,790",43%,3.6,2272,Electronics,8.749656651008273
₹599,₹999,40%,4.0,7601,Computers&Accessories,29.916844078715123
₹507,"₹1,208",58%,4.1,8131,Computers&Accessories,30.478041563519287
₹425,₹899,53%,4.5,4219,Computers&Accessories,29.634263219120538
"₹1,499","₹3,999",63%,4.2,42775,Electronics,10.47428130977438
₹549,"₹2,499",78%,4.3,5556,Computers&Accessories,33.251177638019946
₹199,₹395,50%,4.2,92595,Computers&Accessories,28.050607799916104
"₹1,295","₹1,645",21%,4.6,12375,Computers&Accessories,31.537380032098874
₹310,₹310,0%,4.5,5882,Home&Kitchen,43.561773593211264
₹149,₹149,0%,4.3,10833,Computers&Accessories,27.165042142152313
"₹1,149","₹1,499",23%,4.1,10443,Computers&Accessories,31.199306373490053
₹499,"₹1,299",62%,4.5,434,Computers&Accessories,30.710753186866473
₹999,"₹4,199",76%,3.5,1913,Electronics,10.715880305669627
"₹1,709","₹4,000",57%,4.4,3029,Computers&Accessories,35.47517787508859
₹250,₹250,0%,4.2,2628,OfficeProducts,50.478090940841454
"₹1,199","₹2,199",45%,4.4,24780,Computers&Accessories,32.695470817009536
₹90,₹100,10%,4.4,10718,Home&Kitchen,42.78632216970401
"₹2,025","₹5,999",66%,4.2,6233,Electronics,12.494891513647788
"₹1,495","₹1,995",25%,4.5,10541,Computers&Accessories,32.29036332501314
₹799,"₹2,100",62%,4.3,8188,Computers&Accessories,32.501781943946185
₹899,"₹1,199",25%,3.8,10751,Electronics,5.454992991438353
₹349,₹999,65%,3.9,817,Computers&Accessories,29.916844078715123
₹900,"₹2,499",64%,4.0,36384,Electronics,8.251515777796424
"₹2,490","₹3,990",38%,4.1,3606,Electronics,10.463156603173067
₹116,₹200,42%,4.4,357,Electronics,2.35585789520695
₹200,₹230,13%,4.4,10170,Home&Kitchen,43.273706415945526
"₹1,249","₹2,796",55%,4.4,4598,Computers&Accessories,33.75919817039673
₹649,₹999,35%,3.5,7222,Computers&Accessories,29.916844078715123
"₹2,649","₹3,499",24%,4.5,1271,Computers&Accessories,34.82019885794932
₹199,₹349,43%,4.1,314,Computers&Accessories,27.891205793079493
₹596,₹723,18%,4.4,3219,Computers&Accessories,29.112935849732814
"₹2,499","₹5,999",58%,4.1,38879,Electronics,12.494891513647788
"₹4,999","₹12,499",60%,4.2,4541,Electronics,15.872014862418265
₹399,"₹1,290",69%,4.2,76042,Electronics,5.688375933607341
₹116,₹200,42%,4.3,485,Electronics,2.35585789520695
"₹4,499","₹5,999",25%,4.3,44696,Electronics,12.494891513647788
₹330,₹499,34%,3.7,8566,Computers&Accessories,28.401164418096407
₹649,"₹2,499",74%,3.9,13049,Electronics,8.251515777796424
"₹1,234","₹1,599",23%,4.5,16680,Computers&Accessories,31.432477802687046
"₹1,399","₹2,990",53%,4.1,97174,Electronics,9.070982570281563
₹272,₹320,15%,4.0,3686,OfficeProducts,50.72871750725749
₹99,₹999,90%,3.8,594,Electronics,4.9171822184916
"₹3,498","₹3,875",10%,3.4,12185,Computers&Accessories,35.31868335239688
"₹10,099","₹19,110",47%,4.3,2623,Computers&Accessories,42.43863241216403
₹449,₹999,55%,4.3,9701,Computers&Accessories,29.916844078715123
₹348,"₹1,499",77%,4.2,656,Computers&Accessories,31.199306373490053
"₹1,199","₹2,999",60%,4.1,10725,Computers&Accessories,34.08472629086279
₹397,₹899,56%,4.0,3025,Computers&Accessories,29.634263219120538
₹154,₹349,56%,4.3,7064,Computers&Accessories,27.891205793079493
₹699,"₹1,490",53%,4.0,5736,Computers&Accessories,31.177968493133445
"₹1,679","₹1,999",16%,4.1,72563,Electronics,7.298871732348519
₹354,"₹1,500",76%,4.0,1026,Computers&Accessories,31.201673601584318
"₹1,199","₹5,499",78%,3.8,2043,Computers&Accessories,37.06157234651973
₹379,"₹1,499",75%,4.2,4149,Computers&Accessories,31.199306373490053
₹499,₹775,36%,4.3,74,Computers&Accessories,29.270271670182385
"₹10,389","₹32,000",68%,4.4,41398,Computers&Accessories,43.883586283497
₹649,"₹1,300",50%,4.1,5195,Computers&Accessories,30.71327311318383
"₹1,199","₹1,999",40%,4.5,22420,Computers&Accessories,32.29853359257204
₹139,₹999,86%,4.0,1313,Computers&Accessories,29.916844078715123
₹889,"₹1,999",56%,4.2,2284,Electronics,7.298871732348519
"₹1,409","₹2,199",36%,3.9,427,Computers&Accessories,32.695470817009536
₹549,"₹1,999",73%,4.3,1367,Computers&Accessories,32.29853359257204
₹749,"₹1,799",58%,4.0,13199,Computers&Accessories,31.878243685420177
₹329,₹845,61%,4.2,29746,Computers&Accessories,29.477649123068822
₹379,"₹1,099",66%,4.3,2806,Computers&Accessories,30.190158473000817
"₹5,998","₹7,999",25%,4.2,30355,Electronics,13.893727672172043
₹299,"₹1,499",80%,4.2,2868,Computers&Accessories,31.199306373490053
₹379,"₹1,499",75%,4.1,670,Computers&Accessories,31.199306373490053
"₹1,399","₹2,999",53%,4.3,3530,OfficeProducts,57.02414729312358
₹699,"₹1,299",46%,4.3,6183,Electronics,5.711091326642954
₹300,₹300,0%,4.2,419,OfficeProducts,50.65778546015862
₹999,"₹1,995",50%,4.5,7317,Computers&Accessories,32.29036332501314
₹535,₹535,0%,4.4,4426,OfficeProducts,51.45886265332048
"₹13,999","₹24,999",44%,4.2,45237,Electronics,18.253182677827912
₹269,"₹1,099",76%,4.1,1092,Computers&Accessories,30.190158473000817
₹341,₹450,24%,4.3,2493,OfficeProducts,51.177086135249496
"₹2,499","₹3,999",38%,4.4,12679,Computers&Accessories,35.4739431699979
₹349,₹599,42%,4.1,210,Computers&Accessories,28.725956784020738
"₹5,899","₹7,005",16%,3.6,4199,Computers&Accessories,38.2564264289319
₹699,"₹1,199",42%,4.0,14403,Electronics,5.454992991438353
"₹1,565","₹2,999",48%,4.0,11113,Computers&Accessories,34.08472629086279
₹326,₹799,59%,4.4,10773,Electronics,4.342274651411601
₹120,₹999,88%,3.9,6491,Electronics,4.9171822184916
₹657,₹999,34%,4.3,13944,Computers&Accessories,29.916844078715123
"₹1,995","₹2,895",31%,4.6,10760,Computers&Accessories,33.920044527681654
"₹1,500","₹1,500",0%,4.4,25996,Electronics,6.2020117413607965
"₹2,640","₹3,195",17%,4.5,16146,Computers&Accessories,34.383726448066696
"₹5,299","₹6,355",17%,3.9,8280,Computers&Accessories,37.779595899453774
₹263,₹699,62%,4.1,450,Computers&Accessories,29.03935092689105
"₹1,990","₹2,999",34%,4.3,14237,Computers&Accessories,34.08472629086279
"₹1,289","₹1,499",14%,4.5,20668,Electronics,6.199644513266533
₹165,₹165,0%,4.5,1674,OfficeProducts,50.16462576774414
"₹1,699","₹3,499",51%,3.6,7689,Computers&Accessories,34.82019885794932
"₹2,299","₹7,500",69%,4.1,5554,Electronics,13.58662712597618
₹219,₹700,69%,4.3,20053,Computers&Accessories,29.042429337076896
₹39,₹39,0%,3.8,3344,Computers&Accessories,26.741081603782558
"₹26,999","₹37,999",29%,4.6,2886,Computers&Accessories,44.26065350630483
"₹1,490","₹1,990",25%,4.1,98250,Electronics,7.280475480768741
₹398,"₹1,949",80%,4.0,75,Computers&Accessories,32.19572919342376
₹349,₹899,61%,4.5,149,Computers&Accessories,29.634263219120538
₹770,"₹1,547",50%,4.3,2585,Computers&Accessories,31.31211760999686
₹279,"₹1,299",79%,4.0,5072,Electronics,5.711091326642954
₹115,₹499,77%,4.0,7732,Computers&Accessories,28.401164418096407
₹230,₹230,0%,4.5,9427,Home&Kitchen,43.273706415945526
₹399,₹999,60%,4.1,1780,Computers&Accessories,29.916844078715123
₹599,₹700,14%,4.3,2301,Computers&Accessories,29.042429337076896
₹598,"₹1,150",48%,4.1,2535,Computers&Accessories,30.326126384573687
₹399,"₹1,499",73%,4.0,691,Computers&Accessories,31.199306373490053
₹499,"₹1,299",62%,4.1,2740,Computers&Accessories,30.710753186866473
₹199,₹499,60%,4.1,602,Computers&Accessories,28.401164418096407
₹579,"₹1,090",47%,4.4,3482,Computers&Accessories,30.165927738252247
₹179,₹399,55%,4.0,1423,Computers&Accessories,28.06434047721656
₹90,₹100,10%,4.1,6199,OfficeProducts,49.9178668512056
₹899,"₹1,999",55%,4.4,1667,Computers&Accessories,32.29853359257204
"₹1,149","₹1,800",36%,4.3,4723,Computers&Accessories,31.88040663325853
₹249,₹499,50%,4.2,22860,Computers&Accessories,28.401164418096407
₹39,₹39,0%,3.6,13572,Computers&Accessories,26.741081603782558
"₹1,599","₹3,599",56%,4.2,16182,Computers&Accessories,34.95702977001177
"₹1,199","₹3,990",70%,4.2,2908,Electronics,10.463156603173067
₹209,₹499,58%,3.9,536,Computers&Accessories,28.401164418096407
"₹1,099","₹1,499",27%,4.2,2375,Computers&Accessories,31.199306373490053
₹120,₹120,0%,4.5,4951,OfficeProducts,49.994459988460505
"₹1,519","₹3,499",57%,4.3,408,Computers&Accessories,34.82019885794932
₹420,₹420,0%,4.2,1926,OfficeProducts,51.07552548661548
₹225,₹225,0%,4.1,4798,OfficeProducts,50.38695400759926
₹199,₹799,75%,4.1,7333,Computers&Accessories,29.341936511635126
"₹1,799","₹3,999",55%,4.6,245,Electronics,10.47428130977438
"₹8,349","₹9,625",13%,3.8,3652,Computers&Accessories,39.74868214859286
"₹3,307","₹6,100",46%,4.3,2515,Computers&Accessories,37.57727997719069
₹325,"₹1,299",75%,4.2,10576,Computers&Accessories,30.710753186866473
₹449,"₹1,300",65%,4.2,4959,Computers&Accessories,30.71327311318383
₹380,₹400,5%,4.4,2111,Electronics,3.0681086074576625
₹499,"₹1,399",64%,3.9,1462,Computers&Accessories,30.958847198420365
"₹37,247","₹59,890",38%,4.0,323,Computers&Accessories,45.04521948396515
₹849,"₹2,490",66%,4.2,91188,Electronics,8.235492279514233
₹799,"₹1,999",60%,3.7,418,Electronics,7.298871732348519
"₹2,599","₹6,999",63%,4.5,1526,Electronics,13.25259929032321
₹199,₹999,80%,4.5,127,Computers&Accessories,29.916844078715123
₹269,₹800,66%,3.6,10134,Computers&Accessories,29.344909675854876
₹298,₹999,70%,4.3,1552,Computers&Accessories,29.916844078715123
"₹1,499","₹2,999",50%,4.1,25262,Electronics,9.085064430639264
₹649,"₹1,245",48%,3.9,123365,Home&Kitchen,46.38135505876035
"₹1,199","₹1,695",29%,3.6,13300,Home&Kitchen,47.45764551607019
"₹1,199","₹2,000",40%,4.0,18543,Home&Kitchen,48.108451021244626
₹455,₹999,54%,4.1,3578,Home&Kitchen,45.72472039947433
₹199,"₹1,999",90%,3.7,2031,Home&Kitchen,48.10640991333125
₹293,₹499,41%,3.9,44994,Home&Kitchen,44.20904073885561
₹199,₹495,60%,4.1,270563,Home&Kitchen,44.19580315955218
₹749,"₹1,245",40%,3.9,31783,Home&Kitchen,46.38135505876035
"₹1,399","₹1,549",10%,3.9,2602,Home&Kitchen,47.12465851202838
₹749,"₹1,445",48%,3.9,63350,Home&Kitchen,46.87826150556248
"₹1,699","₹3,193",47%,3.8,54032,Home&Kitchen,50.18862399120155
"₹1,043","₹1,345",22%,3.8,15592,Home&Kitchen,46.63372401460272
₹499,₹999,50%,4.1,4859,Home&Kitchen,45.72472039947433
"₹1,464","₹1,650",11%,4.1,14120,Home&Kitchen,47.356571321996505
₹249,₹499,50%,3.3,8427,Home&Kitchen,44.20904073885561
₹625,"₹1,400",55%,4.2,23316,Home&Kitchen,46.76916530695891
"₹1,290","₹2,500",48%,4.0,6530,Home&Kitchen,49.060831973625575
"₹3,600","₹6,190",42%,4.3,11924,Home&Kitchen,53.45761481544863
"₹6,549","₹13,999",53%,4.0,2961,Home&Kitchen,57.13073038933166
"₹1,625","₹2,995",46%,4.5,23484,Home&Kitchen,49.88634792109274
"₹2,599","₹5,890",56%,4.1,21783,Home&Kitchen,53.21142885149518
"₹1,199","₹2,000",40%,4.0,14030,Home&Kitchen,48.108451021244626
"₹5,499","₹13,150",58%,4.2,6398,Home&Kitchen,56.88452343368067
"₹1,299","₹3,500",63%,3.8,44050,Home&Kitchen,50.62945942460597
₹599,₹785,24%,4.2,24247,Home&Kitchen,45.10808060514387
"₹1,999","₹3,210",38%,4.2,41349,Home&Kitchen,50.213897341063664
₹549,"₹1,000",45%,3.6,1074,Home&Kitchen,45.72749864029224
₹999,"₹2,000",50%,3.8,1163,Home&Kitchen,48.108451021244626
₹398,"₹1,999",80%,4.1,257,Home&Kitchen,48.10640991333125
₹539,₹720,25%,4.1,36017,Home&Kitchen,44.911647824441424
₹699,"₹1,595",56%,4.1,8090,Home&Kitchen,47.23116303250857
"₹2,148","₹3,645",41%,4.1,31388,Home&Kitchen,50.82678531852629
"₹3,599","₹7,950",55%,4.2,136,Home&Kitchen,54.67215758495119
₹351,₹999,65%,4.0,5380,Home&Kitchen,45.72472039947433
"₹1,614","₹1,745",8%,4.3,37974,Home&Kitchen,47.56836842037625
₹719,"₹1,295",44%,4.2,17218,Home&Kitchen,46.508541796236116
₹678,"₹1,499",55%,4.2,900,Home&Kitchen,47.00718269424926
₹809,"₹1,545",48%,3.7,976,Home&Kitchen,47.115326498708335
"₹1,969","₹5,000",61%,4.1,4927,Home&Kitchen,52.394165306958904
"₹1,490","₹1,695",12%,4.4,3543,Home&Kitchen,47.45764551607019
"₹2,499","₹3,945",37%,3.8,2732,Home&Kitchen,51.21473545788121
"₹1,665","₹2,099",21%,4.0,14368,Home&Kitchen,48.30767425188073
"₹3,229","₹5,295",39%,4.2,39724,Home&Kitchen,52.68071217437027
"₹1,799","₹3,595",50%,3.8,9791,Home&Kitchen,50.75949398642372
"₹1,260","₹1,699",26%,4.2,2891,Home&Kitchen,47.466564172461226
₹749,"₹1,129",34%,4.0,2446,Home&Kitchen,46.07828996024656
"₹3,499","₹5,795",40%,3.9,25340,Home&Kitchen,53.13061736809832
₹379,₹999,62%,4.3,3096,Home&Kitchen,45.72472039947433
"₹1,099","₹2,400",54%,3.8,4,Home&Kitchen,48.880651793445395
₹749,"₹1,299",42%,4.0,119,Home&Kitchen,46.51862950762568
"₹1,299","₹1,299",0%,4.2,40106,Home&Kitchen,46.51862950762568
₹549,"₹1,090",50%,4.2,13029,Home&Kitchen,45.97380405901145
₹899,"₹2,000",55%,3.6,291,Home&Kitchen,48.108451021244626
"₹1,321","₹1,545",14%,4.3,15453,Home&Kitchen,47.115326498708335
"₹1,099","₹1,999",45%,4.0,604,Home&Kitchen,48.10640991333125
₹775,₹875,11%,4.2,46647,Home&Kitchen,45.37288871121422
"₹6,299","₹15,270",59%,4.1,3233,Home&Kitchen,57.460766194970745
"₹3,190","₹4,195",24%,4.0,1282,Home&Kitchen,51.51868950489257
₹799,"₹1,989",60%,4.3,70,Home&Kitchen,48.08596670916237
"₹2,699","₹5,000",46%,4.0,26164,Home&Kitchen,52.394165306958904
₹599,₹990,39%,3.9,16166,Home&Kitchen,45.699674488928856
₹749,"₹1,111",33%,4.2,35693,Home&Kitchen,46.03023141725182
"₹6,199","₹10,400",40%,4.1,14391,Home&Kitchen,55.90065881345242
"₹1,819","₹2,490",27%,4.4,7946,Home&Kitchen,49.043030460496965
"₹1,199","₹1,900",37%,4.0,1765,Home&Kitchen,47.9014116837705
"₹3,249","₹6,295",48%,3.8,14062,Home&Kitchen,53.54069031802575
₹349,₹999,65%,4.0,15646,Home&Kitchen,45.72472039947433
"₹1,049","₹1,699",38%,3.1,111,Home&Kitchen,47.466564172461226
₹799,"₹1,500",47%,4.3,9695,Home&Kitchen,47.009549922343524
"₹4,999","₹9,650",48%,4.2,1772,Home&Kitchen,55.56822674040601
"₹6,999","₹10,590",34%,4.4,11499,Home&Kitchen,55.97979712222511
₹799,"₹1,999",60%,4.1,2162,Home&Kitchen,48.10640991333125
₹89,₹89,0%,4.2,19621,Home&Kitchen,42.74393932936017
"₹1,400","₹2,485",44%,4.1,19998,Home&Kitchen,49.03411186674515
₹355,₹899,61%,4.1,1051,Home&Kitchen,45.44213953987975
"₹2,169","₹3,279",34%,4.1,1716,Home&Kitchen,50.31541183431729
"₹2,799","₹3,799",26%,3.9,32931,Home&Kitchen,51.02923747425064
₹899,"₹1,249",28%,3.9,17424,Home&Kitchen,46.39160489729336
"₹2,499","₹5,000",50%,3.8,1889,Home&Kitchen,52.394165306958904
"₹3,599","₹7,299",51%,4.0,10324,Home&Kitchen,54.26342297018356
₹499,₹625,20%,4.2,5355,Home&Kitchen,44.616387529181125
₹653,"₹1,020",36%,4.1,3366,Home&Kitchen,45.782869625895785
"₹4,789","₹8,990",47%,4.3,1017,Home&Kitchen,55.246202476365625
"₹1,409","₹1,639",14%,3.7,787,Home&Kitchen,47.331655892890524
₹753,₹899,16%,4.2,18462,Home&Kitchen,45.44213953987975
₹353,"₹1,199",71%,4.3,629,Home&Kitchen,46.26253117242108
"₹1,099","₹1,899",42%,4.3,15276,Home&Kitchen,47.89931098024489
"₹8,799","₹11,595",24%,4.4,2981,Home&Kitchen,56.36825388785677
"₹1,345","₹1,750",23%,3.8,2466,Home&Kitchen,47.579350492144094
"₹2,095","₹2,095",0%,4.5,7949,Home&Kitchen,48.29973260787504
"₹1,498","₹2,300",35%,3.8,95,Home&Kitchen,48.69553516997261
"₹2,199","₹2,990",26%,3.8,1558,Home&Kitchen,49.87852075126429
"₹3,699","₹4,295",14%,4.1,26543,Home&Kitchen,51.63569301002507
₹177,₹199,11%,4.1,3688,Home&Kitchen,43.15969714000373
"₹1,149","₹2,499",54%,3.8,4383,Home&Kitchen,49.05905395877915
₹244,₹499,51%,3.3,478,Home&Kitchen,44.20904073885561
"₹1,959","₹2,400",18%,4.0,237,Home&Kitchen,48.880651793445395
₹319,₹749,57%,4.6,124,Home&Kitchen,44.99983585835915
"₹1,499","₹1,775",16%,3.9,14667,Home&Kitchen,47.6340177054829
₹469,"₹1,599",71%,3.7,6,Home&Kitchen,47.24035412344625
"₹1,099","₹1,795",39%,4.2,4244,Home&Kitchen,47.677461848533596
"₹9,590","₹15,999",40%,4.1,1017,Home&Kitchen,57.63203377688605
₹999,"₹1,490",33%,4.1,12999,Home&Kitchen,46.985844813892655
"₹1,299","₹1,999",35%,3.8,311,Home&Kitchen,48.10640991333125
₹292,₹499,41%,4.1,4238,Home&Kitchen,44.20904073885561
₹160,₹299,46%,4.6,2781,Home&Kitchen,43.52268012107478
₹600,₹600,0%,4.1,10907,Home&Kitchen,44.53702244981605
"₹1,130","₹1,130",0%,4.2,13250,Home&Kitchen,46.0809516038594
"₹3,249","₹6,295",48%,3.9,43070,Home&Kitchen,53.54069031802575
"₹3,599","₹9,455",62%,4.1,11828,Home&Kitchen,55.47614386109243
₹368,₹699,47%,4.1,1240,Home&Kitchen,44.84722724765026
"₹3,199","₹4,999",36%,4.0,20869,Home&Kitchen,52.39316520694891
"₹1,599","₹2,900",45%,3.7,441,Home&Kitchen,49.73593745885764
"₹1,999","₹2,499",20%,4.1,1034,Home&Kitchen,49.05905395877915
₹616,"₹1,190",48%,4.1,37126,Home&Kitchen,46.23907645397022
"₹1,499","₹2,100",29%,4.1,6355,Home&Kitchen,48.30965826470539
₹199,₹499,60%,3.3,12,Home&Kitchen,44.20904073885561
₹610,₹825,26%,4.1,13165,Home&Kitchen,45.22678333270998
₹999,"₹1,499",33%,4.1,1646,Home&Kitchen,47.00718269424926
"₹8,999","₹9,995",10%,4.4,17994,Home&Kitchen,55.72527567708229
₹453,₹999,55%,4.3,610,Home&Kitchen,45.72472039947433
"₹2,464","₹6,000",59%,4.1,8866,Home&Kitchen,53.303256216049824
"₹2,719","₹3,945",31%,3.7,13406,Home&Kitchen,51.21473545788121
"₹1,439","₹1,999",28%,4.8,53803,Home&Kitchen,48.10640991333125
"₹2,799","₹3,499",20%,4.5,546,Home&Kitchen,50.62807517870853
"₹2,088","₹5,550",62%,4.0,5292,Home&Kitchen,52.91549232117691
"₹2,399","₹4,590",48%,4.1,444,Home&Kitchen,51.96663663125505
₹308,₹499,38%,3.9,4584,Home&Kitchen,44.20904073885561
"₹2,599","₹4,400",41%,4.1,14947,Home&Kitchen,51.75586743461849
₹479,"₹1,000",52%,4.2,1559,Home&Kitchen,45.72749864029224
₹245,₹299,18%,4.1,1660,Home&Kitchen,43.52268012107478
₹179,₹799,78%,3.5,132,Home&Kitchen,45.14981283239433
"₹3,569","₹5,190",31%,4.3,28629,Home&Kitchen,52.58062261804821
₹699,"₹1,345",48%,3.9,8446,Home&Kitchen,46.63372401460272
"₹2,089","₹4,000",48%,4.2,11199,Home&Kitchen,51.2830541958478
₹784,"₹1,599",51%,4.5,11,Home&Kitchen,47.24035412344625
"₹5,499","₹9,999",45%,3.8,4353,Home&Kitchen,55.72705416621619
₹899,"₹1,990",55%,4.1,185,Home&Kitchen,48.088013661751475
"₹1,695","₹1,695",0%,4.2,14290,Home&Kitchen,47.45764551607019
₹499,₹940,47%,4.1,3036,Home&Kitchen,45.55914847194207
"₹2,699","₹4,700",43%,4.2,1296,Home&Kitchen,52.08488695644344
"₹1,448","₹2,999",52%,4.5,19,Home&Kitchen,49.892602611621996
₹79,₹79,0%,4.0,97,Home&Kitchen,42.70525016618317
"₹6,990","₹14,290",51%,4.4,1771,Home&Kitchen,57.21013212914657
"₹2,698","₹3,945",32%,4.0,15034,Home&Kitchen,51.21473545788121
"₹3,199","₹5,999",47%,4.0,3242,Home&Kitchen,53.30242969463052
"₹1,199","₹1,950",39%,3.9,2832,Home&Kitchen,48.005676098325814
"₹1,414","₹2,799",49%,4.0,1498,Home&Kitchen,49.5720086202042
₹999,"₹1,950",49%,3.8,305,Home&Kitchen,48.005676098325814
"₹5,999","₹9,999",40%,4.2,1191,Home&Kitchen,55.72705416621619
"₹9,970","₹12,999",23%,4.3,4049,Home&Kitchen,56.83830109228032
